permit,city,state,zip,species,sex,antlers,date,lng,lat,basis,details,permitted
1020D7-16,EAST WENATCHEE,WA,98802,DEER,F,0,11/13/2016 9:00,-120.2703311,47.38430449,Very accurate map reading,,11/14/2016 9:51
4D3DD7-16,BELLINGHAM,WA,98226,DEER,M,0,11/13/2016 19:30,-122.4324061,48.77481838,Very accurate map reading,Just past sussex on the south side of the road.  Button buck yearling.  Wife saw the accident occur around 5:15 PM.,11/14/2016 9:55
270484-16,BUCKLEY,WA,98321,DEER,M,1,11/13/2016 10:30,-121.0581066,46.93530734,General area map reading,,11/14/2016 10:06
9E393C-16,YELM,WA,98957,DEER,M,3,11/13/2016 16:00,-122.4033078,47.05766714,General area map reading,,11/14/2016 12:11
1632DC-16,RANDLE,WA,98377,DEER,M,2,11/13/2016 8:30,-121.9709153,46.53495649,General area map reading,the wide spot west of the slide area.,11/14/2016 12:23
0BD936-16,PESHASTIN,WA,98847,DEER,M,1,11/11/2016 6:30,-120.5798685,47.55160393,Very accurate map reading,,11/14/2016 13:12
8E6C05-16,REPUBLIC,WA,99166,DEER,F,0,11/12/2016 9:00,-118.606683,48.86884045,Very accurate map reading,Aprox 1/2 mile south of Lundimo Meadows Road on Hwy 21,11/14/2016 13:19
7ED22E-16,OLALLA,WA,98359,DEER,F,0,11/13/2016 14:00,-122.6099137,47.42030552,Very accurate site GPS reading,,11/14/2016 13:33
DA958B-16,SHELTON,WA,98584,DEER,F,0,11/13/2016 17:30,-123.1024133,47.23971549,General area map reading,,11/14/2016 17:02
75BC87-16,PATERSON,WA,99345,DEER,M,3,11/13/2016 22:30,-119.7974898,45.9204257,General area map reading,hwwy 14 at paterson,11/14/2016 18:51
AE6B11-16,SPOKANE,WA,99201,DEER,F,0,11/14/2016 17:30,-117.5025489,47.72926147,Very accurate site GPS reading,,11/14/2016 20:49
B45A9C-16,LAKE STEVENS,WA,98258,DEER,M,0,11/14/2016 12:00,-122.3129405,48.28836407,General area map reading,north of starbird exit about a half mile on i5 between the median,11/14/2016 21:21
AF74D2-16,REDMOND,WA,98053,DEER,M,1,11/14/2016 22:00,-121.8566772,47.53130184,General area map reading,SNOQUALMIE PKWY AT FISHER,11/14/2016 23:30
A1BB35-16,ENDICOTT,WA,99125,DEER,F,0,11/14/2016 20:30,-117.6283767,47.10642993,General area map reading,State Route 23 MP 20,11/15/2016 1:56
3BC714-16,BUCKLEY,WA,98321,ELK,F,0,11/14/2016 23:00,-121.5995051,47.11014821,Very accurate map reading,Elk was recovered from the south shoulder of eb SR 410 100 feet west of Crystal Dr.,11/15/2016 7:57
8DEE99-16,BREMERTON ,WA,98310,DEER,F,0,11/15/2016 9:00,-117.121289,48.14835261,General area map reading,HWY 2 E 3 Miles past s shore diamond lake RD ,11/15/2016 8:28
4D4538-16,ELBE,WA,98330,DEER,F,0,11/14/2016 17:00,-122.1032884,46.75438989,General area map reading,Close to Columbia Crest A-S.T.E.M. Academy ,11/15/2016 10:26
CEE989-16,WENATCHEE,WA,98801,DEER,M,0,11/15/2016 8:00,-117.5314951,48.63678432,General area map reading,,11/15/2016 11:02
561B4C-16,CASHMERE,WA,98815,DEER,M,0,11/14/2016 17:30,-120.4557041,47.5210873,General area map reading,Highway 2 between cashmere and monitor,11/15/2016 16:53
9EBE8B-16,ROCKFORD,WA,99030,DEER,UKN,0,11/15/2016 17:30,-117.2230842,47.60719268,Very accurate map reading,,11/15/2016 17:57
6C42A5-16,PORT ANGELES,WA,98363-1202,DEER,M,4,11/15/2016 15:30,-123.5121991,48.13105518,General area map reading,Officer Kit Rosenberger responded to call of injured deer. He euthanized the deer and gave permission for salvage.,11/15/2016 18:31
8D95C6-16,LYLE,WA,98635,DEER,M,1,11/15/2016 17:30,-121.1734845,45.71941178,General area map reading,it was about 75 Yards E. of High Prairie Fire hall.,11/15/2016 19:30
4B2D45-16,ELMA,WA,98541,DEER,M,2,11/14/2016 20:30,-123.2592587,47.22530145,General area map reading,,11/15/2016 20:11
700634-16,ROCHESTER,WA,98579,DEER,F,0,11/15/2016 20:00,-122.974049,46.86742761,Very accurate map reading,Deer hit car right before the Lucky Eagle sign going SouthBound on Case Rd,11/15/2016 20:57
9D1DC9-16,QUINCY,WA,98848,DEER,M,1,11/16/2016 7:30,-119.9555013,46.8645983,General area map reading,,11/16/2016 8:14
6C288D-16,WINTHROP,WA,98862,DEER,F,0,11/15/2016 20:30,-120.0914766,48.3529312,Very accurate map reading,,11/16/2016 8:22
757D2E-16,PASCO,WA,99301,DEER,F,0,11/15/2016 17:30,-119.4459273,47.05499578,General area map reading,Dodson Rd near 940 Dodson Rd Moses Lake WA I was driving home no Dodson rd when A Doe jumped out of a thicket about 20ft in front of me she did immediately ,11/16/2016 9:00
5A12DE-16,TONASKET,WA,98855,DEER,M,0,11/15/2016 17:30,-119.0413215,48.71856213,Very accurate map reading,On Hwy 20 just past the Mt. Annie Rd,11/16/2016 9:19
180259-16,LOOMIS,WA,98827,DEER,F,0,11/16/2016 7:30,-119.4842267,48.80316905,General area GPS reading,"Deer was hit on road, near field access across from orchard.  ",11/16/2016 11:51
76756C-16,MT VERNON,WA,98273,DEER,F,0,11/15/2016 22:30,-122.2552945,48.43599413,General area GPS reading,deer was hit by vehicle in front of the yellow house on 22757 gunderson rd mt Vernon wa 98273,11/16/2016 12:26
888F5E-16,BURLINGTON,WA,98233,DEER,F,0,11/15/2016 18:30,-122.4105193,48.46556839,Very accurate map reading,"East side of Higgins Airport Way, at intersection of Crosswind Dr.",11/16/2016 16:31
F5E456-16,MAPLE VALLEY,WA,98038,DEER,M,2,11/16/2016 6:30,-122.1306254,47.35273912,Very accurate map reading,"As you are getting on to Highway 18 eastbound in Covington, WA there was a state patrol officer about 1/4 mile after you get on the highway. He was dealing with the deer that was hit my father and I pulled over to give the officer a hand.",11/16/2016 17:52
1C526E-16,EAST WENATCHEE,WA,98802,DEER,F,0,11/16/2016 17:00,-120.2976038,47.42612999,Very accurate map reading,,11/16/2016 18:01
3C7625-16,ROCHESTER,WA,98579,DEER,M,1,11/16/2016 17:30,-122.9709794,46.87476119,Very accurate map reading,,11/17/2016 6:46
C85D3B-16,YAKIMA,WA,98901,DEER,M,5,11/17/2016 8:30,-120.6580069,46.70065952,Very accurate map reading,Just before Locust Lane and the turnaround spot between the freeway lanes. Deer was laying in the median between lanes.,11/17/2016 8:57
9FB305-16,PORT ORCHARD,WA,98367,DEER,M,6,11/17/2016 9:30,-122.5726525,47.50527964,Very accurate map reading,,11/17/2016 9:39
A8F1EC-16,ROY,WA,98580,DEER,M,2,11/17/2016 5:00,-122.7797629,46.95121684,General area map reading,,11/17/2016 9:55
4FBA11-16,GRANITE FALLS,WA,98252,DEER,M,0,11/16/2016 18:30,-122.0943191,48.16352601,General area map reading,,11/17/2016 9:55
06E4B1-16,RATHDRUM,ID,83858,ELK,F,0,11/16/2016 7:30,-117.0586568,47.72872744,General area map reading,,11/17/2016 10:22
9CA7F9-16,CARLTON,WA,98814,DEER,F,0,11/16/2016 21:00,-120.0858809,48.35198798,Very accurate map reading,Northbound highway 20 just past southern end of Airport Road.,11/17/2016 10:24
8E1A87-16,GLENOMA,WA,98336,ELK,F,0,11/17/2016 8:00,-121.9363906,46.54075605,Very accurate map reading,mile post 118 randle,11/17/2016 11:24
4EF656-16,RENTON,WA,98059,DEER,M,2,11/16/2016 16:00,-121.1054208,47.21281374,General area map reading,I90 west bound between bull frog exit and west nelson siding road exit.,11/17/2016 11:59
1EC32D-16,ENUMCLAW,WA,98022,DEER,M,0,11/17/2016 11:00,-121.997502,47.1204488,General area map reading,off 410 ,11/17/2016 12:02
3F335F-16,BRINNON,WA,98320,DEER,M,1,11/17/2016 10:00,-122.887856,47.71309922,General area map reading,"i heard hat sounded like a car wreck in front of my property, when i went to see hat it was i seen a white pick up with the grill smashed in and the spike buck laying on the side of the road. the deer was hit at approximately mile marker 305 in the north bound lane of us hwy 101 in brinnon washington. ",11/17/2016 13:49
AB0E5B-16,CHEHALIS ,WA,98532,DEER,M,5,11/16/2016 23:30,-122.9392024,46.55236263,General area map reading,,11/17/2016 14:54
3E829C-16,STANWOOD,WA,98292,DEER,UKN,0,11/17/2016 15:30,-122.1358611,48.25361498,General area map reading,,11/17/2016 17:27
D4F64C-16,BELFAIR ,WA,98528,DEER,F,0,11/17/2016 12:00,-122.8399946,47.4336986,General area map reading,"South bound Hwy 3, across the street from JR Hideaway Caf?? maybe 100 feet or less north.",11/17/2016 21:29
15CA80-16,TWISP,WA,98856,DEER,M,4,11/14/2016 14:30,-119.6388318,48.82171642,General area map reading,"Note, deer was killed on Sunday the 13th but application would not allow me to select it.  I am applying late because I only had my cell phone when I tried to apply earlier and the mapping didn&#39;t work.  ",11/17/2016 22:30
603652-16,ROY,WA,98580,DEER,M,3,11/17/2016 20:30,-122.2667033,46.8726572,General area map reading,Coming up the hill into Eatonville about 300 yards from the welcome sign,11/17/2016 23:40
423864-16,ROY,WA,98580,DEER,UKN,0,11/18/2016 9:30,-122.5489857,47.1174409,General area GPS reading,Intersection of Perry Rd and Tank Drive,11/18/2016 10:03
FFF67F-16,OLYMPIA,WA,98513,DEER,M,1,11/17/2016 19:30,-122.7350451,47.0626556,Very accurate map reading,,11/18/2016 10:43
33A0C5-16,CARLTON,WA,98814,DEER,M,0,11/18/2016 8:00,-120.0568999,48.32172611,Very accurate map reading,,11/18/2016 12:38
570C4A-16,DAYTON ,WA,99328,ELK,F,0,11/18/2016 15:00,-118.0259444,46.29270611,General area GPS reading,before the state park near rv park,11/18/2016 15:42
510599-16,ELLENSBURG,WA,98926,DEER,M,1,11/18/2016 13:00,-117.3566367,48.1134654,General area map reading,With in a mile of firestation,11/18/2016 16:08
A5440E-16,SEDRO WOOLLEY,WA,98284,ELK,F,0,11/18/2016 8:00,-121.912594,48.52850219,Very accurate map reading,Elk was hit directly in from of the Birdsview brewery,11/18/2016 17:57
614567-16,PORT ANGELES,WA,98363,DEER,M,1,11/18/2016 18:00,-123.4633593,48.09220867,General area map reading,A friend seen this road kill and called me and I went and picked it up.,11/18/2016 18:55
522792-16,OTHELLO,WA,99344,DEER,M,4,11/18/2016 13:00,-119.000981,46.58985315,General area map reading,just north of Mesa under the hwy 17 overpass over the railroad tracks.,11/18/2016 20:30
3A5B78-16,PULLMAN,WA,99163,DEER,M,1,11/18/2016 16:00,-117.3383527,46.8373845,General area GPS reading,,11/18/2016 20:44
19B71E-16,ELMA,WA,98541,DEER,M,1,11/18/2016 8:00,-123.2607581,47.07966699,General area map reading,60 Elma Hicklin rd. & county line rd. ,11/18/2016 21:41
EC5299-16,MALAGA,WA,98828,DEER,M,1,11/18/2016 23:00,-120.2792146,47.38636953,Very accurate map reading,Deer was struck on Malaga Alcoa Hwy at the bottom of the driveway at 861 Malaga Alcoa Hwy. Vehicle that struck the deer was not on scene. Chelan County Sheriff&#39;s Office case #16C13771,11/18/2016 22:15
F0A15E-16,OLYMPIA ,WA,98516,DEER,M,1,11/18/2016 23:00,-122.7990963,47.06236911,General area map reading,,11/19/2016 3:05
CEE089-16,GOLDENDALE,WA,98620,DEER,M,1,11/18/2016 20:30,-120.7210903,45.89713296,General area map reading,about a 1/4 mile south of mile marker 20,11/19/2016 8:09
A8A60E-16,COLVILLE,WA,99114,DEER,M,3,11/18/2016 11:30,-117.8507469,48.41097872,Very accurate map reading,,11/19/2016 9:10
DEFDFE-16,PORT ANGELES,WA,98363,DEER,M,2,11/19/2016 9:30,-123.3935091,48.10559164,Very accurate map reading,,11/19/2016 10:09
1E1BFE-16,SPOKANE,WA,99224,DEER,F,0,11/18/2016 19:30,-117.391484,47.6800265,General area map reading,hangman valley rd,11/19/2016 10:17
16F9A8-16,EVERETT,WA,98203,DEER,M,4,11/18/2016 11:00,-122.1854927,47.92514357,General area map reading,"I did not hit the animal, but came upon it soon after it was hit.  I contacted the landowner and removed it from their field.  ",11/19/2016 10:40
7A2A98-16,KIRKLAND,WA,98034,DEER,M,3,11/18/2016 13:30,-118.1746461,48.54657445,General area map reading,,11/19/2016 11:53
FB1043-16,ABERDEEN,WA,98520,DEER,M,2,11/18/2016 19:00,-124.1042163,46.84303881,General area map reading,1528 State Route 105  98595,11/19/2016 12:26
D2C56A-16,SPOKANE,WA,99207,DEER,M,2,11/19/2016 8:30,-117.424443,47.62081879,General area GPS reading,,11/19/2016 12:48
512348-16,TONASKET,WA,98855,DEER,F,0,11/19/2016 6:00,-119.5010199,48.8105542,Very accurate site GPS reading,,11/19/2016 13:19
5B5289-16,GRAHAM,WA,98338,DEER,M,2,11/18/2016 12:00,-122.3034985,47.05318375,General area map reading,right in front of kassies korner coffee stand ,11/19/2016 14:08
3CE846-16,CENTRALIA,WA,98531,DEER,M,1,11/19/2016 14:00,-122.9903485,46.71393162,Very accurate map reading,Cooks Hill Rd / Landing Way,11/19/2016 14:17
F13046-16,COLFAX,WA,99111,DEER,M,3,11/18/2016 17:00,-117.2229919,46.77283678,General area map reading,Brayton Road Mile Marker 2,11/19/2016 16:38
585E65-16,NEWPORT,WA,99156,DEER,M,1,11/19/2016 16:00,-117.194245,48.24521338,General area map reading,on Conklin meadows rd the Newport end at the base of the first small hill ,11/19/2016 20:00
DA57FC-16,ENTIAT,WA,98822,DEER,M,1,11/19/2016 16:30,-120.1106002,47.83143994,General area GPS reading,"Entiat River Road, around mile marker 4",11/19/2016 20:09
E88AFE-16,TACOMA,WA,98445,DEER,F,0,11/19/2016 13:00,-122.7857711,47.48039549,General area map reading,,11/19/2016 22:47
B7C551-16,EDMONDS,WA,98020,DEER,M,3,11/19/2016 14:00,-117.5931251,48.02478034,General area map reading,Approx 1 mile south of Loon Lake on the east side of HWY395. There were two other dead deer in that same area. We could only take one.,11/20/2016 7:23
FC8382-16,LACEY,WA,98503,DEER,M,1,11/19/2016 14:00,-122.9636123,46.90238927,Very accurate map reading,Near cell tower on the hill.,11/20/2016 11:45
8A14EC-16,PUYALLUP,WA,98371,DEER,M,5,11/19/2016 13:30,-119.0061769,46.6370445,General area GPS reading,North bound lane side. past guard rail before pull out.,11/20/2016 11:46
8E696B-16,WOODINVILLE,WA,98077,DEER,M,1,11/20/2016 12:00,-117.3140647,48.09592692,General area map reading,West Bound Hwy 2 near the donkey farm. ,11/20/2016 12:35
56C22E-16,ELLENSBURG,WA,98926,DEER,F,0,11/19/2016 21:00,-120.6362273,47.39586791,General area map reading,Near the top of highway 97 Blewett Pass ,11/20/2016 18:04
0BA69D-16,BELLINGHAM,WA,98226,DEER,F,0,11/20/2016 17:30,-122.409661,48.77996546,Very accurate map reading,,11/20/2016 18:13
C39380-16,ROCKFORD,WA,99030,DEER,M,1,11/18/2016 16:00,-117.3175902,47.64635187,Very accurate map reading,"I could not file the permit from my phone, I filed it as soon as I could get access to a real computer. ",11/20/2016 21:26
4ABA93-16,GRAHAM,WA,98338,DEER,M,3,11/20/2016 21:00,-120.3852584,47.45022266,General area map reading,I90,11/20/2016 21:33
AEE6CE-16,CHATTAROY,WA,99003,DEER,M,1,11/20/2016 13:00,-117.2669792,47.86537161,Very accurate map reading,,11/21/2016 7:29
69F051-16,COLBERT,WA,99005,DEER,F,0,11/21/2016 8:30,-116.9300582,48.04855461,Very accurate map reading,,11/21/2016 9:26
710958-16,PULLMAN,WA,99163,DEER,F,0,11/20/2016 18:00,-117.2585108,46.79763826,General area map reading,1 mile north on Albion Parvin Rd,11/21/2016 11:20
B8F146-16,CHENEY,WA,99004,DEER,M,4,11/19/2016 11:30,-117.671292,48.14428652,General area map reading,,11/21/2016 14:34
1F6117-16,SEDRO WOOLLEY,WA,98284,DEER,M,2,11/19/2016 22:30,-122.355766,48.5368234,General area map reading,,11/21/2016 17:35
5851C2-16,SEDRO WOOLLEY,WA,98284,DEER,M,2,11/19/2016 22:30,-122.3337934,48.27426483,General area map reading,,11/21/2016 17:38
498995-16,SUMAS,WA,98295,DEER,F,0,11/21/2016 15:30,-122.3272289,48.9629375,General area map reading,,11/21/2016 18:50
CAAB8C-16,PACIFIC,WA,98047,DEER,M,1,11/20/2016 22:30,-121.9099547,47.61983529,General area map reading,,11/21/2016 20:25
95B8EC-16,ELMA,WA,98541,DEER,F,0,11/21/2016 19:00,-123.3123769,46.96460456,General area map reading,"deer hit by motor vehicle in front of our house at 62 mox Chehalis road,Elma wa.broke neck, back and front leg.Another deer also was hit at the same time,whereabouts unknown.",11/21/2016 20:57
7AF362-16,TONASKER,WA,98855,DEER,UKN,0,11/21/2016 20:30,-119.3526294,48.73535879,General area map reading,Tonasket Havillah Rd. about 4 miles east of Tonasket,11/21/2016 21:29
E58FA2-16,SHELTON,WA,98584,DEER,F,0,11/21/2016 3:30,-122.9331853,47.26189074,General area map reading,,11/21/2016 21:40
90E675-16,OCEAN PARK,WA,98640,DEER,F,0,11/21/2016 19:30,-124.0437969,46.34558237,General area map reading,,11/21/2016 21:51
6C3275-16,OROVILLE,WA,98844,DEER,F,0,11/21/2016 8:00,-120.0215294,48.10079932,General area map reading,The deer was hit right after the Burma Rd intersection heading East. It fell in the pull out area just to the south (right hand side heading East).,11/22/2016 7:04
C5D4D3-16,REPUBLIC,WA,99166,DEER,M,0,11/21/2016 17:00,-118.6052969,48.85339919,Very accurate map reading,1/4 mile south of Lundimo Meadows on Hyw 21,11/22/2016 8:49
BF09FE-16,VAUGHN,WA,98394,DEER,M,2,11/21/2016 19:00,-122.7651717,47.34564449,General area GPS reading,approximately .5 miles north of Vaughn on Wright Bliss Road.,11/22/2016 8:53
195AA7-16,OKANOGAN,WA,98840,DEER,M,1,11/22/2016 8:00,-119.4927909,48.43032209,Very accurate map reading,,11/22/2016 11:53
43A122-16,ELMA,WA,98541,DEER,F,0,11/21/2016 21:00,-123.1375267,47.20446995,Very accurate map reading,,11/22/2016 12:32
56D85E-16,CLAYTON,WA,99110,DEER,F,0,11/22/2016 16:30,-117.5848605,47.96092155,Very accurate map reading,,11/22/2016 21:30
3E5976-16,PORT HADLOCK,WA,98339,DEER,F,0,11/23/2016 8:00,-122.8337435,47.88917744,General area map reading,,11/23/2016 8:08
6E913F-16,SPANGLE,WA,99031,DEER,M,4,11/23/2016 7:30,-117.3990585,47.53053398,Very accurate map reading,,11/23/2016 9:53
AFB8D5-16,MARYSVILLE ,WA,98271,DEER,M,2,11/22/2016 22:00,-119.6440246,48.60574715,General area map reading,location is to the best of my knowledge of the area. I had to file on a computer and not at the location of the salvage from my phone. which would have made pinpointing location exactly much easier. ,11/23/2016 10:56
239500-16,OTHELLO,WA,99344,DEER,M,4,11/23/2016 10:30,-117.7586212,47.44284201,General area map reading,Mile Marker 264 on E /I-90,11/23/2016 16:39
10F177-16,WALLA WALLA ,WA,99362,DEER,M,5,11/23/2016 21:00,-118.3679797,46.037093,General area map reading, on the highway near big 5,11/24/2016 10:47
C9B85E-16,CONCRETE ,WA,98237,DEER,M,2,11/24/2016 11:00,-121.6440983,48.4967868,Very accurate site GPS reading,"100 yards on the right side of the road, before the refuse station sign",11/24/2016 12:39
1B9993-16,PORT ANGELES,WA,98363,DEER,F,0,11/23/2016 20:30,-123.3853585,48.1046254,Very accurate site GPS reading,Right in front of Les Schwab,11/24/2016 14:01
E44151-16,VALLEYFORD,WA,99036,DEER,F,0,11/24/2016 20:30,-117.2225181,47.601805,Very accurate map reading,Deer was hit an highway 27 south of Waters Way road about a 1/10 of a mile. ,11/24/2016 21:40
17A077-16,TENINO,WA,98589,DEER,M,2,11/21/2016 17:00,-122.9546859,46.82386719,General area map reading,,11/25/2016 15:51
AB5A70-16,ABERDEEN ,WA,98520,ELK,F,0,11/25/2016 11:00,-124.0335776,46.89265361,General area map reading,one block east of bottle beach state park. the elk was hit approximately 0215 by a small SUV with California plates. It was moved off the road behind the vehicle. It remained there until we collected her about 1045-1050 am.,11/26/2016 6:00
D1268D-16,PUYALLUP,WA,98373,DEER,M,3,11/26/2016 15:00,-120.7491805,47.20168548,General area map reading,near the buffalo ranch,11/26/2016 17:41
045CA2-16,RAYMOND,WA,98577,DEER,F,0,11/25/2016 1:30,-123.7509308,46.7514541,General area map reading,Mp 63 on 101,11/26/2016 20:40
EB2424-16,LEAVENWORTH,WA,98826,DEER,M,2,11/26/2016 18:30,-120.636399,47.5922317,General area map reading,,11/26/2016 21:30
A8DEB7-16,TACOMA,WA,98445,DEER,M,4,11/26/2016 18:00,-117.2773526,47.71354583,General area map reading,,11/26/2016 21:37
13B238-16,KENNEWICK,WA,99337,DEER,F,0,11/26/2016 2:30,-119.2866324,46.25881365,Very accurate map reading,highway 182 mile post 3.9,11/26/2016 22:53
083B9F-16,ENTIAT,WA,98822,DEER,M,1,11/27/2016 3:00,-120.2194335,47.74401549,General area map reading,Just south of the orchard,11/27/2016 4:01
577045-16,REDMOND,WA,98053,DEER,F,0,11/26/2016 16:00,-122.0274867,47.67278923,Very accurate map reading,238th Ave NE & NE 75th St in Redmond,11/27/2016 10:57
54AD13-16,ROCKFORD,WA,99030,DEER,M,4,11/26/2016 16:00,-117.230766,47.57324216,General area map reading,,11/27/2016 15:10
F9E703-16,SOUTH BEND,WA,98586,DEER,F,0,11/27/2016 13:00,-123.9007976,46.67949393,General area map reading,top of bruceport hill,11/27/2016 15:21
3EFF2E-16,WOODINVILLE,WA,98077,DEER,M,1,11/27/2016 10:00,-122.0415761,47.71849862,General area GPS reading,,11/28/2016 12:20
B0BCE8-16,BELLINGHAM,WA,98226,DEER,F,0,11/28/2016 17:00,-122.4453237,48.76786051,Very accurate map reading, Small female deer was hit by a car outside of my residence. The Car never stopped.I made contact with Ryan Valentine to verify the correct procedures to salvaging the deer.,11/28/2016 17:46
B04698-16,OAK HARBOR,WA,98277,DEER,M,1,11/28/2016 17:00,-122.7220203,48.28266182,Very accurate map reading,,11/28/2016 18:06
BB0584-16,POST FALLS,ID,83854,DEER,M,1,11/28/2016 21:00,-117.2615889,47.62429952,General area map reading,on university just south of dishman mica on the west side of the road,11/28/2016 20:47
DCD31B-16,LEAVENWORTH,WA,98826,DEER,M,3,11/28/2016 10:00,-120.6485638,47.60495657,General area map reading,bridge crossing chumstick creek on north road.,11/28/2016 21:36
4531FE-16,FREELAND,WA,98249,DEER,M,1,11/28/2016 20:00,-122.5424625,48.01229338,General area map reading,SR 525 just N of Cameron RD,11/28/2016 21:52
F81165-16,OLYMPIA,WA,98516,DEER,F,0,11/28/2016 20:00,-122.8321626,47.08939786,Very accurate map reading,,11/28/2016 22:35
466E36-16,CLALLAM BAY,WA,98326,DEER,M,1,11/26/2016 21:00,-124.2551925,48.0692065,Very accurate map reading,,11/29/2016 14:55
55F550-16,KIRKLAND,WA,98034,DEER,F,0,11/28/2016 5:00,-119.9539152,47.83329624,Very accurate map reading,,11/29/2016 15:29
246930-16,LOOMIS,WA,98827,DEER,M,0,11/28/2016 5:00,-119.5849383,48.81611594,Very accurate map reading,Across from washburn lake road and toward loomis about 50 yrds.,11/29/2016 16:13
AC5359-16,OAKVILLE,WA,98568,DEER,F,0,11/29/2016 6:30,-123.2820441,46.89288822,General area GPS reading,,11/30/2016 9:13
6D1CBF-16,CASHMERE,WA,98815,DEER,UKN,0,11/30/2016 7:30,-120.5137898,47.53595227,Very accurate map reading,highway 2 north dryden rd.,11/30/2016 10:56
85491C-16,ORTING,WA,98360,DEER,F,0,11/29/2016 11:00,-122.1471908,47.06341567,General area map reading,1/2 mile east of fish hatchery,11/30/2016 11:10
515DC9-16,OLY,WA,98512,DEER,M,1,11/29/2016 20:30,-122.9904773,46.93703623,General area map reading,little rock fire station.,11/30/2016 11:55
33EBBE-16,MONITOR,WA,98836,DEER,M,3,11/30/2016 12:30,-120.3396179,47.46760395,General area map reading,Field in private property (224 W Penny Rd) next to highway 97,11/30/2016 12:23
3DED8B-16,OMAK,WA,98841,DEER,M,6,11/29/2016 17:00,-119.6409347,48.29400339,General area map reading,It was between mile marker 170 and 271 on Highway 97.,11/30/2016 13:20
0F7991-16,SPOKANE,WA,99212,DEER,M,5,12/01/2016 12:00,-117.2834017,47.69318589,General area map reading,Pat Casey&#39;s neighbor to the south has the deer which he is taking rack and removing dead deer to dispose of.  Per Officer Langbehn&#39;s ok per phone call.  Msnell,11/30/2016 14:14
F73AB5-16,TACOMA,WA,98405,DEER,M,0,11/30/2016 11:30,-123.0026867,47.16601383,General area map reading,,11/30/2016 15:59
3957E6-16,PUYALLUP,WA,98375,DEER,F,0,11/30/2016 5:30,-122.3426701,47.09649765,Very accurate map reading,The deer was hit by an unknown vehicle and wandered onto our property. I called Fish and Wildlife and Officer Dennis Flowers W-92 came out and euthanized the deer. ,11/30/2016 17:43
72A18A-16,COLVILLE,WA,99114,DEER,F,0,12/01/2016 9:30,-117.5315597,48.63774649,General area map reading,Hyw 20 E between MM 381 and 382  south side of hyw,12/01/2016 11:41
E43DBF-16,MORTON,WA,98356,DEER,M,4,12/01/2016 11:00,-121.9165208,46.49043268,Very accurate map reading,Mile marker number 3 on the Cispus Road,12/01/2016 16:56
DE023D-16,OLYMPIA,WA,98516,DEER,M,5,12/01/2016 8:30,-122.567876,47.19628256,Very accurate map reading,A deputy sheriff that was called to dispatch the animal also helped me load the animal.  However the location on the map is withing a 100 yards...,12/01/2016 19:05
05326C-16,EATONVILLE,WA,98328,DEER,F,0,11/30/2016 19:00,-118.7668352,48.65029831,General area map reading,Just outside of Republic heading toward Tonasket ,12/01/2016 19:50
225872-16,SPOKANE,WA,99223,DEER,F,0,12/01/2016 20:30,-120.6002426,47.57486928,General area map reading,we found the animal on the Palouse Highway and willow springs,12/01/2016 21:26
1EC67A-16,MOSES LAKE,WA,98837,DEER,M,1,12/01/2016 18:00,-119.2783858,47.09521216,General area GPS reading,,12/02/2016 10:00
E31BE7-16,OTHELLO,WA,99344,DEER,M,0,12/02/2016 10:00,-118.2044723,47.42793006,General area GPS reading,,12/02/2016 10:26
65B323-16,OAKVILLE,WA,98568,DEER,M,2,12/02/2016 7:30,-123.1186281,47.18866971,General area map reading,near west clark rd in west bound lane,12/05/2016 8:48
B0C454-16,LOOMIS,WA,98827,DEER,F,0,12/02/2016 10:30,-119.4917894,48.62660404,Very accurate map reading,Road kill doe adjacent to the Carter Mountain Unit of the Sinlahekin Wildlife Area. West side of Hwy 97; approx. 1 mile south of Janis Bridge.,12/02/2016 13:56
D7FC81-16,ORONDO,WA,98843,DEER,F,0,12/01/2016 19:30,-120.2649156,47.54056994,General area map reading,,12/02/2016 17:33
A210C9-16,EVERETT,WA,98201,DEER,F,0,12/02/2016 3:30,-122.0661666,47.90882256,Very accurate map reading,highway 2 before snohomish,12/02/2016 18:21
6DCA9F-16,SPANAWAY,WA,98387,DEER,M,1,12/02/2016 16:30,-122.3941471,47.0529944,General area map reading,This deer was hit & killed near the intersection of 224th and Hwy 7 (mtn hwy)about 200yds east on 224th and just past the bank on the North side of the road. ,12/02/2016 18:46
C3C1C1-16,EVERETT,WA,98201,DEER,F,0,12/02/2016 3:30,-122.0428206,47.90329906,Very accurate map reading,highway 2 before snohomish,12/02/2016 19:00
2210DB-16,ENDICOTT,WA,99125,DEER,F,0,12/02/2016 19:30,-117.7240993,47.0051772,Very accurate map reading,,12/02/2016 21:42
23C475-16,FERNDALE,WA,98248,DEER,M,2,12/01/2016 21:00,-122.6696582,48.81936728,General area map reading,3/4 mile west of elder rd on slater rd. ,12/03/2016 0:08
07413B-16,NEWPORT,WA,99156,DEER,M,4,12/02/2016 11:00,-117.0910766,48.15722816,Very accurate map reading,On highway,12/03/2016 7:47
70BBFE-16,CHEHALIS,WA,98532,DEER,M,3,12/02/2016 23:00,-122.9203107,46.56173988,General area GPS reading,Hit at jordan rd/lindbeck rd near RR crossing,12/03/2016 10:38
